FINCoS Performance Log File.
Generated from:
 "/Users/ares161/eclipse-workspace/TFM FINCoS/log/AQ_ESPER_SINK_NO2.log" [Sun Sep 06 16:35:22 CEST 2020] to [Sun Sep 06 16:44:22 CEST 2020]
log file(s).
Timestamp,Server,Stream,Avg_Throughput,Min_Throughput,Max_Throughput,Last_Throughput,Avg_RT,Min_RT,Max_RT,Stdev_RT,Last_RT
1599402952000,Esper (sample),NO2_Avg(output),0.235,0.000,2.000,0.000,0.000,9223372036854776000.000,0.000,0.000,0.000
1599402952000,Esper (sample),NO2_Good(output),298.200,0.000,8946.000,0.000,0.000,9223372036854776000.000,0.000,0.000,0.000
1599402952000,Esper (sample),NO2_Moderate(output),266.600,0.000,7996.000,0.000,0.000,9223372036854776000.000,0.000,0.000,0.000
1599402952000,Esper (sample),NO2_Unhealthy(output),1298.133,0.000,38942.000,0.000,0.000,9223372036854776000.000,0.000,0.000,0.000
1599402952000,Esper (sample),NO2_UnhealthyForSensitiveGroup(output),1396.200,0.000,41884.000,0.000,0.000,9223372036854776000.000,0.000,0.000,0.000
1599402953000,Esper (sample),AirQualityLevel(output),2.000,2.000,2.000,2.000,11309775.997,22619551.993,22619551.993,11402102.231,22619551.993
1599402953000,Esper (sample),NO2_Avg(output),0.222,0.000,2.000,0.000,0.000,9223372036854776000.000,0.000,0.000,0.000
1599402953000,Esper (sample),NO2_Good(output),288.581,0.000,8946.000,0.000,0.000,9223372036854776000.000,0.000,0.000,0.000
1599402953000,Esper (sample),NO2_Moderate(output),258.000,0.000,7996.000,0.000,0.000,9223372036854776000.000,0.000,0.000,0.000
1599402953000,Esper (sample),NO2_Unhealthy(output),1256.258,0.000,38942.000,0.000,0.000,9223372036854776000.000,0.000,0.000,0.000
1599402953000,Esper (sample),NO2_UnhealthyForSensitiveGroup(output),1351.161,0.000,41884.000,0.000,0.000,9223372036854776000.000,0.000,0.000,0.000
1599402954000,Esper (sample),AirQualityLevel(output),2.000,2.000,2.000,2.000,11309775.997,22619551.993,22619551.993,11399182.732,22619551.993
1599402954000,Esper (sample),NO2_Avg(output),0.211,0.000,2.000,0.000,0.000,9223372036854776000.000,0.000,0.000,0.000
1599402954000,Esper (sample),NO2_Good(output),279.562,0.000,8946.000,0.000,0.000,9223372036854776000.000,0.000,0.000,0.000
1599402954000,Esper (sample),NO2_Moderate(output),249.938,0.000,7996.000,0.000,0.000,9223372036854776000.000,0.000,0.000,0.000
1599402954000,Esper (sample),NO2_Unhealthy(output),1217.000,0.000,38942.000,0.000,0.000,9223372036854776000.000,0.000,0.000,0.000
1599402954000,Esper (sample),NO2_UnhealthyForSensitiveGroup(output),1308.938,0.000,41884.000,0.000,0.000,9223372036854776000.000,0.000,0.000,0.000
1599402955000,Esper (sample),AirQualityLevel(output),2.000,2.000,2.000,2.000,11309775.997,22619551.993,22619551.993,11396442.214,22619551.993
1599402955000,Esper (sample),NO2_Avg(output),0.200,0.000,2.000,0.000,0.000,9223372036854776000.000,0.000,0.000,0.000
1599402955000,Esper (sample),NO2_Good(output),271.091,0.000,8946.000,0.000,0.000,9223372036854776000.000,0.000,0.000,0.000
1599402955000,Esper (sample),NO2_Moderate(output),242.364,0.000,7996.000,0.000,0.000,9223372036854776000.000,0.000,0.000,0.000
1599402955000,Esper (sample),NO2_Unhealthy(output),1180.121,0.000,38942.000,0.000,0.000,9223372036854776000.000,0.000,0.000,0.000
1599402955000,Esper (sample),NO2_UnhealthyForSensitiveGroup(output),1269.273,0.000,41884.000,0.000,0.000,9223372036854776000.000,0.000,0.000,0.000
1599402956000,Esper (sample),AirQualityLevel(output),2.000,2.000,2.000,2.000,11309775.997,22619551.993,22619551.993,11393864.708,22619551.993
